City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Piacabucu,BR,-10.4056,-36.4344,77.2,75,100,7.76,overcast clouds
349,Alta Floresta,BR,-9.8756,-56.0861,71.42,93,91,2.33,overcast clouds
350,Alugan,PH,12.2188,125.4808,80.67,74,100,6.02,overcast clouds
351,Sabang,ID,5.8933,95.3214,82.17,73,98,10.33,overcast clouds
352,East London,ZA,-33.0153,27.9116,65.59,78,9,9.93,clear sky
353,Tema,GH,5.667,-0.0166,84.2,84,20,10.36,few clouds
354,Acari,PE,-15.4311,-74.6158,73.44,75,100,4.94,overcast clouds
355,Hamilton,US,39.1834,-84.5333,75.2,46,40,4.61,scattered clouds
356,Rio Grande,BR,-32.035,-52.0986,73.0,86,2,5.01,clear sky
357,Naryan-Mar,RU,67.6713,53.087,33.44,97,100,11.88,overcast clouds
358,Khorixas,NA,-20.3667,14.9667,74.05,53,32,6.8,scattered clouds
359,Dubbo,AU,-32.25,148.6167,71.6,68,3,12.66,clear sky
360,Chilia Veche,RO,45.4167,29.2833,37.4,81,75,4.61,broken clouds
361,Esperance,AU,-33.8667,121.9,62.6,94,90,5.75,overcast clouds
362,Asahikawa,JP,43.7678,142.3703,32.0,86,90,12.66,snow
363,Rio Gallegos,AR,-51.6226,-69.2181,55.4,50,75,8.05,broken clouds
364,Phibun Mangsahan,TH,15.2447,105.2291,87.01,74,20,11.43,few clouds
365,Tarija,BO,-21.5355,-64.7296,68.0,68,20,3.11,few clouds
366,Beira,MZ,-19.8436,34.8389,77.0,69,20,4.43,few clouds
367,Magadan,RU,59.5667,150.8,20.01,63,11,4.45,few clouds
368,Farafangana,MG,-22.8167,47.8333,71.67,86,23,4.52,few clouds
369,Sechura,PE,-5.5569,-80.8222,75.96,66,99,16.51,overcast clouds
370,Hami,CN,42.8,93.45,60.55,19,80,8.63,broken clouds
371,Elmira,US,42.0898,-76.8077,62.6,36,1,6.91,clear sky
372,Brae,GB,60.3964,-1.353,37.4,75,75,18.41,broken clouds
373,Riyadh,SA,24.6877,46.7219,73.4,23,0,3.44,clear sky
374,Adre,TD,13.4667,22.2,76.73,11,30,8.5,scattered clouds
375,Marrakesh,MA,31.6315,-8.0083,60.8,72,75,5.75,broken clouds
376,Coahuayana,MX,18.7333,-103.6833,80.6,47,1,11.5,clear sky
377,Lianran,CN,24.9227,102.485,59.0,87,75,6.71,mist
378,Zumarraga,PH,11.6388,124.8417,81.12,69,100,2.51,overcast clouds
379,Tahe,CN,52.3333,124.7333,28.92,43,25,1.74,scattered clouds
380,Grove City,US,39.8815,-83.093,73.4,46,1,3.44,clear sky
381,Sandnessjoen,NO,66.0217,12.6316,30.2,93,75,8.05,light snow
382,Pembroke,CA,45.8168,-77.1162,57.2,44,1,5.75,clear sky
383,San Patricio,US,28.017,-97.5169,84.2,65,1,10.36,clear sky
384,Linhares,BR,-19.3911,-40.0722,68.59,92,50,3.98,scattered clouds
385,Poya,NC,-21.35,165.15,83.19,60,100,5.93,overcast clouds
386,Potchefstroom,ZA,-26.7167,27.1,55.81,83,3,1.41,clear sky
387,Griffith,US,41.5284,-87.4237,75.2,53,75,6.91,broken clouds
388,Sovetskiy,RU,61.3614,63.5842,33.22,88,100,5.91,overcast clouds
389,Goderich,CA,43.7501,-81.7165,64.4,55,100,13.8,overcast clouds
390,Shubarkuduk,KZ,49.1447,56.4872,37.04,87,100,4.23,overcast clouds
391,Wagar,SD,16.1525,36.2032,83.86,46,80,7.76,broken clouds
392,Lyngseidet,NO,69.5763,20.2189,30.2,80,75,17.27,broken clouds
393,Arman,RU,59.7,150.1667,21.36,64,11,2.75,few clouds
394,Svetlyy,RU,54.675,20.1347,35.6,93,75,13.42,broken clouds
395,Concepcion Del Uruguay,AR,-32.4825,-58.2372,78.01,65,5,5.01,clear sky
396,Merauke,ID,-8.4667,140.3333,76.89,90,100,6.46,overcast clouds
397,Hebi,CN,35.8992,114.1925,58.68,40,0,7.31,clear sky
398,Bilma,NE,18.6853,12.9164,82.56,6,79,5.48,broken clouds
399,Juli,PE,-16.2167,-69.45,43.95,72,100,3.27,overcast clouds
400,Ingham,US,42.6,-84.3833,73.4,52,1,11.5,clear sky
401,Ouallam,NE,14.3188,2.0866,85.08,7,39,11.14,scattered clouds
402,Nouakchott,MR,18.0858,-15.9785,73.4,68,0,12.66,clear sky
403,Black River,JM,18.0264,-77.8487,80.01,78,20,11.5,light rain
404,Maldonado,UY,-34.6667,-54.9167,71.6,83,0,11.5,clear sky
405,Port Hardy,CA,50.6996,-127.4199,42.8,93,75,5.75,light rain
406,Korla,CN,41.7597,86.1469,57.45,33,100,5.64,overcast clouds
407,Soe,ID,-9.8607,124.284,76.17,70,45,2.42,scattered clouds
408,Naron,ES,43.5167,-8.1528,52.0,76,0,3.44,clear sky
409,Keetmanshoop,NA,-26.5833,18.1333,73.4,53,2,10.36,clear sky
410,Lincoln,US,40.8,-96.667,48.2,87,90,18.41,mist
411,Lazurne,UA,46.084,32.5295,37.99,100,100,5.99,overcast clouds
412,Bandar-E Lengeh,IR,26.5579,54.8807,66.2,88,0,4.61,clear sky
413,Sanbu,CN,33.4594,119.1453,57.63,49,0,2.62,clear sky
414,Sarab,IR,38.6066,44.9883,57.58,35,99,4.12,overcast clouds
415,Lukulu,ZM,-14.3707,23.242,63.12,74,16,4.92,few clouds
416,Labuan,MY,5.2767,115.2417,78.8,94,40,2.3,scattered clouds
417,Georgiyevka,KZ,43.0369,74.7114,42.8,81,0,8.95,clear sky
418,Senneterre,CA,48.3835,-77.2328,53.6,37,75,3.44,broken clouds
419,Richards Bay,ZA,-28.783,32.0377,67.59,88,71,7.18,broken clouds
420,Pacific Grove,US,36.6177,-121.9166,59.0,58,1,10.36,clear sky
421,Tornio,FI,65.8481,24.1466,21.2,100,0,2.3,clear sky
422,Hopelchen,MX,19.7667,-89.85,82.4,74,40,11.5,scattered clouds
423,Okha,RU,53.5739,142.9478,30.15,87,100,17.76,overcast clouds
424,Miandrivazo,MG,-19.5167,45.4667,74.68,82,0,2.42,clear sky
425,Moratuwa,LK,6.773,79.8816,75.2,94,1,2.3,clear sky
426,Ambovombe,MG,-25.1667,46.0833,70.05,85,0,10.29,clear sky
427,Ugoofaaru,MV,5.6667,73.0,82.38,72,27,8.37,scattered clouds
428,Yaan,NG,7.3833,8.5667,84.18,60,81,12.1,broken clouds
429,Ulverstone,AU,-41.15,146.1667,64.99,86,100,5.01,overcast clouds
430,Alanya,TR,36.5438,31.9998,57.2,88,40,4.61,scattered clouds
431,Sucre,BO,-19.0333,-65.2627,59.76,66,33,4.7,scattered clouds
432,Anadyr,RU,64.75,177.4833,-9.0,77,0,6.71,clear sky
433,Senno,RU,59.5336,33.9167,32.0,91,100,7.52,snow
434,Kemijarvi,FI,66.7131,27.4306,20.5,96,42,3.0,scattered clouds
435,Chapleau,CA,47.8405,-83.4034,48.2,100,90,6.91,mist
436,Mae Hong Son,TH,19.3003,97.9685,73.4,88,75,2.3,broken clouds
437,Lola,GN,7.8,-8.5333,72.12,96,100,3.67,light rain
438,Braine-Le-Comte,BE,50.6082,4.1434,32.0,84,9,1.01,clear sky
439,Vila Do Maio,CV,15.1333,-23.2167,73.4,49,0,19.57,clear sky
440,Poitiers,FR,46.5833,0.3333,32.0,74,0,2.59,clear sky
441,Tay Ninh,VN,11.3,106.1,85.14,59,19,6.17,few clouds
442,Sinnamary,GF,5.3833,-52.95,74.59,91,99,3.02,overcast clouds
443,Moose Factory,CA,51.2585,-80.6094,37.4,75,1,2.3,clear sky
444,Thinadhoo,MV,0.5333,72.9333,82.26,70,61,9.15,broken clouds
445,Oranjemund,NA,-28.55,16.4333,58.3,93,1,3.69,clear sky
446,Cafarnaum,BR,-11.6936,-41.4683,73.38,64,46,13.35,scattered clouds
447,Touros,BR,-5.1989,-35.4608,78.8,89,20,5.75,few clouds
448,Hokitika,NZ,-42.7167,170.9667,60.6,68,1,5.99,clear sky
449,Beringovskiy,RU,63.05,179.3167,4.35,83,14,8.3,few clouds
450,La Ronge,CA,55.1001,-105.2842,51.8,37,99,14.97,overcast clouds
451,Mbuguni,TZ,-3.5667,36.95,66.42,93,69,3.27,broken clouds
452,Mtambile,TZ,-5.3833,39.7,78.89,81,99,10.25,light rain
453,Dingle,PH,10.9995,122.6711,83.17,66,100,8.43,overcast clouds
454,Bagdarin,RU,54.4333,113.6,40.15,41,97,1.3,overcast clouds
455,Santa Marta,CO,11.2408,-74.199,81.0,80,61,10.09,broken clouds
456,Dudinka,RU,69.4058,86.1778,1.92,85,71,8.25,broken clouds
457,Sayyan,YE,15.1718,44.3244,53.42,15,6,4.94,clear sky
458,Kodinar,IN,20.7903,70.7031,75.78,76,0,14.58,clear sky
459,Pokosnoye,RU,55.5258,101.0536,34.29,90,100,15.77,overcast clouds
460,Muros,ES,42.7762,-9.0603,54.0,84,100,4.79,overcast clouds
461,Brooks,CA,50.5834,-111.8851,64.4,17,100,18.41,overcast clouds
462,Gonbad-E Qabus,IR,37.25,55.1672,51.8,93,9,3.94,clear sky
463,Ozernovskiy,RU,51.5,156.5167,33.06,71,100,35.77,overcast clouds
464,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,74.98,22,100,6.71,overcast clouds
465,Dunedin,NZ,-45.8742,170.5036,63.0,65,15,10.0,few clouds
466,Malakal,SS,9.5334,31.6605,87.15,11,18,0.04,few clouds
467,Tura,IN,25.5198,90.2201,72.43,67,0,6.98,clear sky
468,Paamiut,GL,61.994,-49.6678,29.35,91,100,6.02,overcast clouds
469,Sola,VU,-13.8833,167.55,89.6,74,40,3.94,scattered clouds
470,Pozo Colorado,PY,-23.4923,-58.7972,81.68,51,34,5.35,scattered clouds
471,Rudnaya Pristan,RU,44.3614,135.8116,33.91,33,97,10.51,overcast clouds
472,Coquimbo,CL,-29.9533,-71.3436,60.8,88,90,5.75,overcast clouds
473,Guiyang,CN,26.5833,106.7167,51.8,100,90,2.24,mist
474,Fuxin,CN,42.0156,121.6589,51.87,19,0,9.42,clear sky
475,Cidreira,BR,-30.1811,-50.2056,74.03,74,2,21.59,clear sky
476,Outjo,NA,-20.1167,16.15,65.01,65,55,5.41,broken clouds
477,Erie,US,42.7667,-78.6664,62.6,36,40,9.22,scattered clouds
478,Acarau,BR,-2.8856,-40.12,80.58,82,95,15.66,overcast clouds
479,Khasan,RU,42.4308,130.6434,42.53,37,18,13.15,few clouds
480,Nizhnyaya Tavda,RU,57.6731,66.1725,33.12,87,29,8.52,scattered clouds
481,Tautira,PF,-17.7333,-149.15,86.0,58,20,10.36,few clouds
482,Nizwa,OM,22.9333,57.5333,70.59,42,0,1.66,clear sky
483,Foix,FR,42.8333,1.5833,39.99,25,2,6.13,clear sky
484,Hvolsvollur,IS,63.7533,-20.2243,25.0,95,100,21.99,snow
485,Moerai,PF,-22.4333,-151.3333,78.46,71,97,14.65,overcast clouds
486,Monrovia,LR,6.3005,-10.7969,77.0,94,20,4.97,few clouds
487,Vestmannaeyjar,IS,63.4427,-20.2734,33.1,89,100,25.43,snow
488,Alvand,IR,36.3187,49.1678,52.05,25,100,5.86,overcast clouds
489,Llangefni,GB,53.2556,-4.3106,46.99,93,90,10.36,light intensity drizzle
490,Waingapu,ID,-9.6567,120.2641,81.46,77,40,2.1,scattered clouds
491,Wufeng,CN,27.45,104.8333,46.02,90,100,2.57,overcast clouds
492,Hervey Bay,AU,-25.2986,152.8535,79.0,68,0,5.99,clear sky
493,Micheweni,TZ,-4.9667,39.8333,78.21,85,90,9.13,moderate rain
494,Sivas,TR,39.7916,37.0019,44.6,61,0,11.5,clear sky
495,Lompoc,US,34.6391,-120.4579,62.6,55,48,16.11,scattered clouds
496,Samarai,PG,-10.6167,150.6667,83.66,70,100,3.89,overcast clouds
497,Arlit,NE,18.7369,7.3853,81.88,7,19,7.78,few clouds
498,Pisco,PE,-13.7,-76.2167,71.01,78,0,19.57,clear sky
499,Nicoya,CR,10.1483,-85.452,84.2,58,40,5.75,scattered clouds
500,Kosa,RU,59.9445,54.9977,34.39,99,100,5.53,overcast clouds
501,Pitanga,BR,-24.7572,-51.7614,62.35,85,0,7.7,clear sky
502,Marabba,SD,12.35,32.1833,84.13,5,12,9.64,few clouds
503,Tulun,RU,54.5611,100.5792,34.23,83,100,17.05,overcast clouds
504,Ikungi,TZ,-5.1333,34.7667,58.06,97,12,8.14,few clouds
505,Dhidhdhoo,MV,6.8833,73.1,82.38,74,21,7.52,few clouds
506,Byron Bay,AU,-28.65,153.6167,73.4,83,75,11.5,broken clouds
507,Capitao Poco,BR,-1.7464,-47.0594,74.52,94,94,3.47,overcast clouds
508,Batemans Bay,AU,-35.7167,150.1833,73.99,75,0,3.0,clear sky
509,Chimore,BO,-16.9833,-65.1333,73.11,96,100,2.33,overcast clouds
510,Avera,US,33.194,-82.5271,73.4,46,1,3.44,clear sky
511,Olafsvik,IS,64.8945,-23.7142,27.64,75,100,43.71,overcast clouds
512,Pendleton,US,45.6721,-118.7886,54.0,40,1,17.27,clear sky
513,Laguna,US,38.421,-121.4238,69.8,32,40,18.41,scattered clouds
514,Buctzotz,MX,21.2,-88.7833,79.0,66,100,6.35,overcast clouds
515,Caravelas,BR,-17.7125,-39.2481,73.76,86,100,10.94,overcast clouds
516,Upata,VE,8.0086,-62.3989,86.0,68,30,1.99,scattered clouds
517,Werda,BW,-25.2667,23.2833,65.05,55,5,5.77,clear sky
518,Gushikawa,JP,26.3544,127.8686,71.6,64,1,11.5,clear sky
519,Sao Borja,BR,-28.6606,-56.0044,68.95,70,0,6.62,clear sky
520,Prainha,BR,-1.8,-53.48,74.95,92,99,3.27,overcast clouds
521,Mauganj,IN,24.6833,81.8833,80.92,16,22,2.37,few clouds
522,Zasheyek,RU,67.4066,32.5499,28.99,94,56,7.23,broken clouds
523,Karratha,AU,-20.7377,116.8463,86.43,51,12,12.91,few clouds
524,Provost,CA,52.3501,-110.2683,62.6,17,100,17.27,overcast clouds
525,Yenagoa,NG,4.9247,6.2642,78.55,92,100,4.27,overcast clouds
526,Iqaluit,CA,63.7506,-68.5145,33.8,93,90,28.77,snow
527,Hofn,IS,64.2539,-15.2082,27.1,73,100,20.11,light snow
528,Alakurtti,RU,66.9672,30.3491,30.0,94,100,4.21,light snow
529,Beroroha,MG,-21.6667,45.1667,70.66,79,2,5.06,clear sky
530,Shubarshi,KZ,48.5872,57.1869,39.42,83,100,2.82,overcast clouds
531,Rundu,NA,-17.9333,19.7667,71.08,51,97,6.89,overcast clouds
532,Odesskoye,RU,54.2111,72.9651,33.67,99,100,6.31,overcast clouds
533,Aripuana,BR,-9.1667,-60.6333,74.17,95,100,0.38,overcast clouds
534,Labuhan,ID,-6.8844,112.2051,81.9,79,100,10.47,overcast clouds
535,Charyshskoye,RU,51.3978,83.5598,33.85,96,69,2.06,broken clouds
536,Pangai,TO,-19.8,-174.35,82.4,65,20,4.61,few clouds
537,Stonewall,CA,50.1344,-97.3268,59.0,25,90,14.97,overcast clouds
538,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.54,86,100,3.15,overcast clouds
539,Compostela,PH,7.6731,126.0889,84.9,68,71,3.58,broken clouds
540,Hanna,CA,51.6334,-111.9018,62.01,20,100,8.01,overcast clouds
541,Nacala,MZ,-14.5428,40.6728,70.97,96,55,8.5,broken clouds
542,Kieta,PG,-6.2167,155.6333,78.6,90,100,10.38,light rain
543,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,88,90,6.91,overcast clouds
544,Manjacaze,MZ,-24.7117,33.8828,66.72,96,45,3.69,scattered clouds
545,Peachland,CA,49.7665,-119.7357,55.0,37,13,1.14,few clouds
546,Mnogovershinnyy,RU,53.9353,139.9242,25.79,87,100,7.94,overcast clouds
547,Sri Aman,MY,1.2376,111.4621,77.0,94,40,0.81,scattered clouds
548,Camabatela,AO,-8.1881,15.375,61.77,93,100,4.27,overcast clouds
549,Canton,CN,23.1167,113.25,75.0,39,100,4.25,light rain
550,Libreville,GA,0.3925,9.4537,82.4,89,40,6.91,scattered clouds
551,La Rioja,ES,42.25,-2.5,37.4,70,0,4.61,clear sky
552,Kloulklubed,PW,7.0419,134.2556,84.2,74,75,3.62,broken clouds
553,Biltine,TD,14.5333,20.9167,81.63,11,99,9.75,overcast clouds
554,Valkeakoski,FI,61.2642,24.0312,30.0,100,0,2.3,clear sky
555,Glarus,CH,47.0406,9.068,37.4,48,90,6.91,overcast clouds
556,Agropoli,IT,40.3469,14.9966,43.0,61,20,14.0,few clouds
557,Harwich,GB,51.9419,1.2844,37.99,69,4,9.62,clear sky
558,Pueblo Nuevo,MX,23.3833,-105.3833,63.9,45,11,4.0,few clouds
559,Campana,AR,-34.1687,-58.9591,78.01,70,0,6.44,clear sky
560,Prudentopolis,BR,-25.2131,-50.9778,59.94,95,1,3.8,clear sky
561,Maceio,BR,-9.6658,-35.7353,75.2,88,40,1.14,scattered clouds
562,Villarrica,PY,-25.75,-56.4333,73.51,69,0,4.54,clear sky
563,San Buenaventura,MX,27.0833,-101.5333,84.97,9,100,16.49,overcast clouds
564,Muritiba,BR,-12.9167,-39.25,69.55,96,4,4.76,clear sky
565,Tabuk,PH,17.4189,121.4443,78.87,64,22,2.33,few clouds
566,Kahului,US,20.8947,-156.47,78.8,53,40,21.85,scattered clouds
567,Vanimo,PG,-2.6741,141.3028,78.66,87,100,3.06,overcast clouds
568,Warri,NG,5.5167,5.75,78.31,91,100,3.69,overcast clouds
569,Pewaukee,US,43.0806,-88.2612,64.0,82,40,8.05,scattered clouds
570,Jalu,LY,29.0331,21.5482,62.62,32,14,8.61,few clouds
571,Bitkine,TD,11.9801,18.2138,83.61,14,78,5.82,broken clouds
572,Channel-Port Aux Basques,CA,47.5702,-59.1367,41.65,94,95,10.54,overcast clouds
573,Santa Vitoria,BR,-18.8386,-50.1214,73.27,71,100,4.47,overcast clouds
574,Dubti,ET,11.7361,41.0853,76.87,30,16,7.0,few clouds
575,Antoniny,UA,49.8097,26.8771,30.29,80,20,10.25,few clouds
576,Canon City,US,38.441,-105.2424,66.2,19,1,3.44,clear sky
577,Havoysund,NO,70.9963,24.6622,32.0,74,90,10.36,light snow
578,Bozeman,US,45.6796,-111.0386,62.6,19,1,20.71,clear sky
579,Harnosand,SE,62.6323,17.9379,28.4,80,0,6.91,clear sky
580,Baruun-Urt,MN,46.6806,113.2792,44.02,27,0,6.26,clear sky
581,Kuytun,RU,54.3419,101.5036,33.82,92,100,16.73,overcast clouds
582,Rameswaram,IN,9.2833,79.3,82.31,73,49,10.45,scattered clouds
583,Abnub,EG,27.2696,31.1511,69.8,32,0,9.22,clear sky
584,Rabo De Peixe,PT,37.8,-25.5833,60.8,82,75,18.41,broken clouds
585,Singaparna,ID,-7.3515,108.111,78.22,69,65,2.59,broken clouds
586,Isangel,VU,-19.55,169.2667,86.0,70,40,11.5,scattered clouds
587,Am Timan,TD,11.0297,20.2827,85.24,13,97,6.33,overcast clouds
588,Kudahuvadhoo,MV,2.6708,72.8944,82.0,70,18,6.93,few clouds
589,Komsomolskiy,UZ,40.4272,71.7189,46.4,66,0,6.91,clear sky
590,Jurmala,LV,56.968,23.7704,33.8,93,90,4.61,light rain
591,Qaqortoq,GL,60.7167,-46.0333,39.2,56,40,5.75,scattered clouds
592,Lensk,RU,60.7253,114.9278,35.74,91,100,9.37,overcast clouds
593,Hare Bay,CA,48.8499,-54.0148,39.2,100,90,6.91,fog
594,Billings,US,45.7833,-108.5007,62.6,23,1,17.27,clear sky
595,Safaga,EG,26.7292,33.9365,77.0,19,0,13.8,clear sky
596,Vuktyl,RU,63.8567,57.3094,28.4,89,88,5.28,overcast clouds
597,Santiago Del Estero,AR,-27.7951,-64.2615,83.91,49,100,12.03,overcast clouds
598,Chone,EC,-0.6833,-80.1,74.93,92,100,3.53,light rain
599,Khor,RU,47.8861,134.9464,31.96,37,24,4.29,few clouds
600,Half Moon Bay,US,37.4636,-122.4286,57.2,76,90,17.27,haze
601,Almaznyy,RU,48.0448,40.045,50.0,93,75,13.42,broken clouds
602,Maragogi,BR,-9.0122,-35.2225,78.51,76,100,7.58,overcast clouds
603,Kumluca,TR,36.3703,30.2869,59.29,77,22,0.65,few clouds
604,Alpena,US,45.0617,-83.4327,50.0,76,1,8.05,clear sky
605,Sesheke,ZM,-17.4759,24.2968,65.62,68,79,5.17,broken clouds
606,Grand-Santi,GF,4.25,-54.3833,71.67,99,100,1.66,overcast clouds
607,Santiago,CL,-33.4569,-70.6483,68.0,52,0,13.8,clear sky
608,Papara,BR,-3.9839,-38.7273,84.2,79,0,13.8,clear sky
609,Saint-Francois,FR,46.4154,3.9054,27.0,86,0,4.61,clear sky
610,Ukiah,US,39.1502,-123.2078,66.2,37,1,9.22,clear sky
611,Vallenar,CL,-28.5708,-70.7581,66.76,65,100,3.11,overcast clouds
612,Kismayo,SO,-0.3582,42.5454,82.24,72,21,10.83,few clouds
613,Kuna,US,43.4918,-116.4201,70.0,18,1,8.05,clear sky
614,Olinda,BR,-8.0089,-34.8553,80.6,65,40,11.5,scattered clouds
615,Arivonimamo,MG,-19.0167,47.1833,64.4,88,75,5.75,broken clouds
616,Ulvik,NO,60.5672,6.9187,23.83,96,100,2.1,overcast clouds
617,Hanko,FI,59.8333,22.95,32.0,72,60,13.49,broken clouds
618,Xining,CN,36.6167,101.7667,42.93,66,16,2.01,few clouds
619,Lanivtsi,UA,49.8633,26.0908,30.24,80,17,10.36,few clouds
620,Aguia Branca,BR,-18.9831,-40.7403,66.99,97,52,3.18,broken clouds
621,Windhoek,NA,-22.5594,17.0832,62.01,82,0,6.91,clear sky
622,Moron,AR,-34.6534,-58.6198,79.0,67,31,7.99,scattered clouds
623,Prachuap Khiri Khan,TH,12.2167,99.75,84.0,94,20,2.71,few clouds
624,Lucapa,AO,-8.4192,20.7447,63.5,97,100,3.36,overcast clouds
625,Kulykiv,UA,50.3142,24.8176,30.99,86,51,1.01,broken clouds
626,San Cristobal,VE,7.7669,-72.225,80.6,83,40,8.05,scattered clouds
627,Manakara,MG,-22.1333,48.0167,70.99,87,61,4.79,broken clouds
628,Soure,BR,-0.7167,-48.5233,79.56,84,82,7.99,broken clouds
629,The Valley,AI,18.217,-63.0578,78.8,78,20,5.75,few clouds
630,Nsanje,MW,-16.92,35.262,64.18,95,3,2.08,clear sky
631,Wad Rawah,SD,15.1603,33.1397,85.37,7,83,11.36,broken clouds
632,Ust-Nera,RU,64.5667,143.2,10.56,85,100,4.43,overcast clouds
633,Ibra,OM,22.6906,58.5334,70.2,37,0,2.59,clear sky
634,Tiznit,MA,29.5833,-9.5,54.36,86,50,3.87,scattered clouds
635,Patamundai,IN,20.5667,86.5667,78.76,85,0,9.35,clear sky
636,Filingue,NE,14.3521,3.3168,86.16,8,56,6.49,broken clouds
637,Anzio,IT,41.4853,12.6179,39.0,64,1,4.0,clear sky
638,Carroll,US,39.5501,-77.0164,71.6,40,40,5.75,scattered clouds
639,Mount Isa,AU,-20.7333,139.5,87.8,30,7,12.66,clear sky
640,Itaituba,BR,-4.2761,-55.9836,87.8,62,20,2.3,few clouds
641,Luleburgaz,TR,41.4039,27.3592,41.0,87,75,17.27,light rain
642,Buala,SB,-8.145,159.5921,82.51,73,100,9.24,light rain
643,Grand Gaube,MU,-20.0064,57.6608,80.01,77,94,7.0,light rain
644,Victor Harbor,AU,-35.5667,138.6167,78.01,30,75,4.0,broken clouds
645,Tarko-Sale,RU,64.9225,77.785,23.86,93,100,8.41,overcast clouds
646,Kasama,ZM,-10.2129,31.1808,58.75,98,100,3.71,overcast clouds
647,Wanaka,NZ,-44.7,169.15,61.0,71,0,5.01,clear sky
648,Gerash,IR,27.6652,54.1371,64.4,29,0,6.91,clear sky
649,Annau,TM,37.8876,58.516,57.2,62,12,2.3,few clouds
650,Bonavista,CA,48.6499,-53.1147,37.99,100,96,4.61,overcast clouds
651,Jining,CN,35.405,116.5814,61.11,53,0,1.68,clear sky
652,Changji,CN,44.0167,87.3167,51.8,54,0,2.24,clear sky
653,Algiers,DZ,36.7525,3.042,53.6,71,40,10.36,scattered clouds
654,Blagoveshchensk,RU,50.2667,127.5333,28.4,37,0,15.66,clear sky
655,Laje,BR,-10.1833,-40.9667,73.08,67,81,6.87,broken clouds
656,Gat,IL,31.61,34.7642,62.01,55,0,3.44,clear sky
657,Mbandaka,CD,0.0487,18.2603,71.71,97,100,4.72,light rain
658,Rotifunk,SL,8.2333,-12.6833,79.32,87,100,2.82,overcast clouds
659,Shelbyville,US,35.4834,-86.4603,71.6,60,1,5.75,clear sky
660,Makakilo City,US,21.3469,-158.0858,80.6,44,1,10.36,clear sky
661,Tadine,NC,-21.55,167.8833,78.91,73,34,12.46,scattered clouds
662,Lat Yao,TH,15.751,99.7893,81.72,62,73,3.4,broken clouds
663,Wembley,AU,-31.9333,115.8,66.99,63,0,6.91,clear sky
664,Bodo,NO,67.28,14.405,30.2,86,90,18.41,snow
665,Aquiraz,BR,-3.9014,-38.3911,84.2,79,0,13.8,clear sky
666,Newcastle,AU,-32.9272,151.7765,73.0,83,40,8.05,scattered clouds
667,Hinganghat,IN,20.5667,78.8333,77.0,41,20,3.8,haze
668,Shiloh,US,38.5614,-89.8973,71.6,68,75,8.05,moderate rain
669,Zambezi,ZM,-13.5432,23.1047,62.55,83,25,4.54,scattered clouds
670,Patti,IN,31.2808,74.8572,62.6,67,0,8.05,smoke
671,Vao,NC,-22.6667,167.4833,76.42,75,21,17.16,few clouds
672,Panguna,PG,-6.3164,155.4848,71.65,94,100,3.6,light rain
673,Bintulu,MY,3.1667,113.0333,77.0,94,20,2.3,few clouds
674,Bedele,ET,8.456,36.353,60.82,55,60,1.97,broken clouds
675,Vilyuysk,RU,63.7553,121.6247,17.44,93,100,13.38,light snow
676,Kawalu,ID,-7.3817,108.2082,78.78,74,40,2.26,scattered clouds
677,Petatlan,MX,17.5167,-101.2667,76.77,67,0,4.18,clear sky
678,Muriti,TZ,-1.9833,32.9167,71.69,76,100,8.3,moderate rain
679,Alto Araguaia,BR,-17.3147,-53.2153,70.14,83,96,3.83,overcast clouds
680,Harper,LR,4.375,-7.7169,79.72,86,64,4.09,light rain
681,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.55,80,13,4.05,few clouds
682,Linden,GY,6.0,-58.3,77.0,88,0,4.61,clear sky
683,Adrar,MR,20.5022,-10.0711,76.42,21,5,10.8,clear sky
684,Tromso,NO,69.6496,18.957,30.2,80,75,17.27,broken clouds
685,Chimbote,PE,-9.0853,-78.5783,69.49,88,91,6.85,overcast clouds
686,Vostok,RU,46.4856,135.8833,21.99,52,100,6.26,overcast clouds
687,Mariental,NA,-24.6333,17.9667,71.98,51,2,9.1,clear sky
688,La Reforma,MX,25.0833,-108.05,82.99,59,39,8.01,scattered clouds
689,Saraland,US,30.8207,-88.0706,71.6,83,75,9.22,broken clouds
690,Acajutla,SV,13.5928,-89.8275,73.99,89,100,3.0,overcast clouds
691,Bayonet Point,US,28.3267,-82.6834,71.01,72,100,7.54,overcast clouds
692,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.6,77,100,7.94,overcast clouds
693,Chesma,RU,53.8111,60.6533,32.29,97,100,7.58,overcast clouds
694,Jiayuguan,CN,39.8167,98.3,47.89,32,100,2.39,overcast clouds
695,Trairi,BR,-3.2778,-39.2689,80.76,81,93,11.21,overcast clouds
696,Trairi,BR,-3.2778,-39.2689,80.76,81,93,11.21,overcast clouds
